read_id	exon_left	exon_left_len	exon_left_start_pos_align	exon_left_end_pos_align	exon_left_read_end_pos_align	exon_right	exon_right_len	exon_right_start_pos_align	exon_right_end_pos_align	read_count	exon_comb_short_rc	exon_right_read_start_pos_align	exon_comb_type	exon_left_miss	exon_right_miss	exon_join	exon_order	gap	exon_exon_gap_corrected
read_00069	17	147	1	147	447	18	102	1	101	1	1-3,16-18	448	1	0	0	17-18	5	0	0
read_00070	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00070	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00070	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00070	17	147	62	147	397	18	102	1	102	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00071	1	57	1	57	57	2	168	1	79	1	1-2,18	58	1	0	0	1-2	1	0	0
read_00071	2	168	1	79	136	18	102	13	95	1	1-2,18	137	0	89	12	2-18	2	0	0
read_00072	1	57	4	57	54	2	168	1	79	4	1-2,18	55	1	0	0	1-2	1	0	0
read_00072	2	168	1	79	133	18	102	13	102	4	1-2,18	134	0	89	12	2-18	2	0	0
read_00073	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00073	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00073	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00073	17	147	62	147	397	18	102	1	96	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00074	1	57	2	57	56	2	168	2	168	1	1-3,17-18	58	1	0	1	1-2	1	1	1
read_00074	2	168	2	168	224	3	130	1	89	1	1-3,17-18	225	1	0	0	2-3	2	0	0
read_00074	3	130	1	89	313	17	147	62	147	1	1-3,17-18	311	0	41	61	3-17	3	-3	0
read_00074	17	147	62	147	396	18	102	1	102	1	1-3,17-18	397	1	0	0	17-18	4	0	0
read_00075	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00075	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00075	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00075	17	147	62	147	397	18	102	1	102	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00076	1	57	1	57	57	17	147	38	147	1	1,17-18	63	0	0	37	1-17	1	5	5
read_00076	17	147	38	147	172	18	102	1	97	1	1,17-18	173	1	0	0	17-18	2	0	0
read_00077	1	57	3	57	55	2	168	2	168	4	1-3,17-18	57	1	0	1	1-2	1	1	1
read_00077	2	168	2	168	223	3	130	1	89	4	1-3,17-18	224	1	0	0	2-3	2	0	0
read_00077	3	130	1	89	312	17	147	62	147	4	1-3,17-18	310	0	41	61	3-17	3	-3	0
read_00077	17	147	62	147	395	18	102	1	102	4	1-3,17-18	396	1	0	0	17-18	4	0	0
read_00078	1	57	1	57	57	2	168	1	79	7	1-2,18	58	1	0	0	1-2	1	0	0
read_00078	2	168	1	79	136	18	102	13	99	7	1-2,18	137	0	89	12	2-18	2	0	0
read_00079	1	57	1	57	57	2	168	1	168	2	1-5,16-18	58	1	0	0	1-2	1	0	0
read_00079	2	168	1	168	225	3	130	1	130	2	1-5,16-18	226	1	0	0	2-3	2	0	0
read_00079	3	130	1	130	355	4	113	1	113	2	1-5,16-18	356	1	0	0	3-4	3	0	0
read_00079	4	113	1	113	468	5	194	1	99	2	1-5,16-18	469	1	0	0	4-5	4	0	0
read_00079	5	194	1	99	567	16	101	64	101	2	1-5,16-18	567	0	95	63	5-16	5	-1	0
read_00079	16	101	64	101	604	17	147	1	147	2	1-5,16-18	605	1	0	0	16-17	6	0	0
read_00079	17	147	1	147	751	18	102	1	102	2	1-5,16-18	752	1	0	0	17-18	7	0	0
read_00080	1	57	1	57	57	17	147	38	147	1	1,17-18	63	0	0	37	1-17	1	5	5
read_00080	17	147	38	147	172	18	102	1	102	1	1,17-18	173	1	0	0	17-18	2	0	0
read_00081	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00081	2	168	2	168	226	3	130	1	89	1	1-3,17-18	227	1	0	0	2-3	2	0	0
read_00081	3	130	1	89	315	17	147	62	147	1	1-3,17-18	313	0	41	61	3-17	3	-3	0
read_00081	17	147	62	147	398	18	102	1	102	1	1-3,17-18	399	1	0	0	17-18	4	0	0
read_00082	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00082	2	168	1	168	225	3	130	1	25	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00082	3	130	1	25	250	16	101	47	101	1	1-3,16-18	252	0	105	46	3-16	3	1	1
read_00082	16	101	47	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00082	17	147	1	147	453	18	102	1	99	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00083	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00083	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00083	3	130	1	26	251	16	101	45	94	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00083	16	101	45	94	299	17	147	1	147	1	1-3,16-18	304	1	7	0	16-17	4	4	4
read_00083	17	147	1	147	450	18	102	1	97	1	1-3,16-18	451	1	0	0	17-18	5	0	0
read_00084	1	57	3	57	55	2	168	1	79	1	1-2,18	56	1	0	0	1-2	1	0	0
read_00084	2	168	1	79	134	18	102	13	102	1	1-2,18	135	0	89	12	2-18	2	0	0
read_00085	1	57	1	54	54	2	168	2	168	1	1-3,16-18	59	1	3	1	1-2	1	4	4
read_00085	2	168	2	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00085	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00085	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00085	17	147	1	147	453	18	102	1	99	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00086	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00086	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00086	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00086	16	101	45	101	308	17	147	1	147	1	1-3,16-18	309	1	0	0	16-17	4	0	0
read_00086	17	147	1	147	455	18	102	1	102	1	1-3,16-18	456	1	0	0	17-18	5	0	0
read_00087	1	57	2	57	56	2	168	2	168	1	1-3,17-18	58	1	0	1	1-2	1	1	1
read_00087	2	168	2	168	224	3	130	1	89	1	1-3,17-18	225	1	0	0	2-3	2	0	0
read_00087	3	130	1	89	313	17	147	62	147	1	1-3,17-18	311	0	41	61	3-17	3	-3	0
read_00087	17	147	62	147	396	18	102	1	97	1	1-3,17-18	397	1	0	0	17-18	4	0	0
read_00088	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00088	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00088	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00088	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00088	17	147	1	147	453	18	102	1	96	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00089	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00089	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00089	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00089	17	147	62	147	397	18	102	1	102	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00090	1	57	1	57	57	2	168	1	168	1	1-2,16-18	58	1	0	0	1-2	1	0	0
read_00090	2	168	1	168	225	16	101	45	101	1	1-2,16-18	250	0	0	44	2-16	2	24	24
read_00090	16	101	45	101	306	17	147	1	147	1	1-2,16-18	307	1	0	0	16-17	3	0	0
read_00090	17	147	1	147	453	18	102	1	102	1	1-2,16-18	454	1	0	0	17-18	4	0	0
read_00091	1	57	1	54	54	2	168	2	168	3	1-3,17-18	59	1	3	1	1-2	1	4	4
read_00091	2	168	2	168	224	3	130	1	89	3	1-3,17-18	225	1	0	0	2-3	2	0	0
read_00091	3	130	1	89	313	17	147	62	147	3	1-3,17-18	311	0	41	61	3-17	3	-3	0
read_00091	17	147	62	147	396	18	102	1	102	3	1-3,17-18	397	1	0	0	17-18	4	0	0
read_00092	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00092	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00092	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00092	17	147	62	147	397	18	102	1	102	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00093	1	57	1	57	57	2	168	1	79	1	1-2,18	58	1	0	0	1-2	1	0	0
read_00093	2	168	1	79	136	18	102	13	101	1	1-2,18	137	0	89	12	2-18	2	0	0
read_00094	1	57	1	57	57	2	168	2	168	3	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00094	2	168	2	168	225	3	130	1	89	3	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00094	3	130	1	89	314	17	147	62	147	3	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00094	17	147	62	147	397	18	102	1	93	3	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00095	1	57	1	54	54	2	168	2	168	1	1-3,17-18	59	1	3	1	1-2	1	4	4
read_00095	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00095	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00095	17	147	62	147	397	18	102	1	96	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00096	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00096	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00096	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00096	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00096	17	147	1	147	453	18	102	1	99	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00097	1	57	4	57	54	2	168	2	168	9	1-3,17-18	56	1	0	1	1-2	1	1	1
read_00097	2	168	2	168	222	3	130	1	89	9	1-3,17-18	223	1	0	0	2-3	2	0	0
read_00097	3	130	1	89	311	17	147	62	147	9	1-3,17-18	309	0	41	61	3-17	3	-3	0
read_00097	17	147	62	147	394	18	102	1	102	9	1-3,17-18	395	1	0	0	17-18	4	0	0
read_00098	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00098	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00098	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00098	17	147	62	147	397	18	102	1	102	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00099	1	57	2	54	53	2	168	2	168	1	1-3,17-18	58	1	3	1	1-2	1	4	4
read_00099	2	168	2	168	224	3	130	1	89	1	1-3,17-18	225	1	0	0	2-3	2	0	0
read_00099	3	130	1	89	313	17	147	62	147	1	1-3,17-18	311	0	41	61	3-17	3	-3	0
read_00099	17	147	62	147	396	18	102	1	97	1	1-3,17-18	397	1	0	0	17-18	4	0	0
read_00100	1	57	2	57	56	2	168	1	79	2	1-2,18	57	1	0	0	1-2	1	0	0
read_00100	2	168	1	79	135	18	102	13	102	2	1-2,18	136	0	89	12	2-18	2	0	0
read_00101	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00101	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00101	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00101	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00101	17	147	1	147	454	18	102	1	102	1	1-3,16-18	455	1	0	0	17-18	5	0	0
read_00102	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00102	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00102	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00102	17	147	62	147	397	18	102	1	102	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00103	1	57	1	57	62	2	168	2	168	1	1-3,17-18	64	1	0	1	1-2	1	1	1
read_00103	2	168	2	168	230	3	130	1	89	1	1-3,17-18	231	1	0	0	2-3	2	0	0
read_00103	3	130	1	89	319	17	147	62	147	1	1-3,17-18	317	0	41	61	3-17	3	-3	0
read_00103	17	147	62	147	402	18	102	1	102	1	1-3,17-18	403	1	0	0	17-18	4	0	0
read_00104	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00104	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00104	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00104	17	147	62	147	397	18	102	1	101	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00105	1	57	2	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00105	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00105	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00105	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00105	17	147	1	147	453	18	102	1	102	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00106	1	57	1	54	54	2	168	2	168	1	1-3,17-18	59	1	3	1	1-2	1	4	4
read_00106	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00106	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00106	17	147	62	147	397	18	102	1	102	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00107	1	57	1	57	57	1	57	1	57	1	1,17-18,1-3,17-18	275	0	0	0	1-1	1	217	217
read_00107	1	57	1	57	331	2	168	1	168	1	1,17-18,1-3,17-18	332	1	0	0	1-2	2	0	0
read_00107	2	168	1	168	499	3	130	1	89	1	1,17-18,1-3,17-18	500	1	0	0	2-3	3	0	0
read_00107	3	130	1	89	588	17	147	38	147	1	1,17-18,1-3,17-18	63	0	41	37	3-17	4	-526	0
read_00107	17	147	38	147	172	17	147	62	147	1	1,17-18,1-3,17-18	586	0	0	61	17-17	5	413	413
read_00107	17	147	62	147	671	18	102	1	102	1	1,17-18,1-3,17-18	173	1	0	0	17-18	6	-499	0
read_00107	18	102	1	102	274	18	102	1	102	1	1,17-18,1-3,17-18	672	0	0	0	18-18	7	397	397
read_00108	1	57	1	57	57	2	168	2	168	2	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00108	2	168	2	168	225	3	130	1	89	2	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00108	3	130	1	89	314	17	147	62	147	2	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00108	17	147	62	147	397	18	102	1	95	2	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00109	1	57	1	57	57	2	168	2	168	2	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00109	2	168	2	168	223	3	130	1	89	2	1-3,17-18	224	1	0	0	2-3	2	0	0
read_00109	3	130	1	89	312	17	147	62	147	2	1-3,17-18	310	0	41	61	3-17	3	-3	0
read_00109	17	147	62	147	395	18	102	1	102	2	1-3,17-18	396	1	0	0	17-18	4	0	0
read_00110	1	57	1	57	57	17	147	38	147	2	1,17-18	63	0	0	37	1-17	1	5	5
read_00110	17	147	38	147	172	18	102	1	96	2	1,17-18	173	1	0	0	17-18	2	0	0
read_00111	1	57	2	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00111	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00111	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00111	17	147	62	147	397	18	102	1	102	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00112	1	57	1	57	58	2	168	1	168	1	1-3,16-18	59	1	0	0	1-2	1	0	0
read_00112	2	168	1	168	226	3	130	1	26	1	1-3,16-18	227	1	0	0	2-3	2	0	0
read_00112	3	130	1	26	252	16	101	45	101	1	1-3,16-18	251	0	104	44	3-16	3	-2	0
read_00112	16	101	45	101	307	17	147	1	147	1	1-3,16-18	308	1	0	0	16-17	4	0	0
read_00112	17	147	1	147	454	18	102	1	102	1	1-3,16-18	455	1	0	0	17-18	5	0	0
read_00113	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00113	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00113	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00113	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00113	17	147	1	147	453	18	102	1	102	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00114	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00114	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
